,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
65611,163572.156074.BE8E64811E10C72A.F022E2F3228056AC.6672452,SAXX Men's Quest Quick Dry Mesh Long Sleeve Crew - Medium - Dark Ink Mesa Geo,,"Features of the SAXX Men's Quest LS Crew Hybrid raglan sleeves Relaxed Fit Flat Out Seams - Counter to conventional methods, we reverse the stitching, placing the flatter, softer side against the body Three-D Fit-ergonomic nine-panel construction to create 3D support Fabric Details: Nylon (77%), elastane (14%) and polyester (9%)",2562,Apparel & Accessories > Clothing > Underwear & Socks > Underwear,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10533982x1243618_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Casual Tops;,54.95,,35.99,35.99,TRUE,,,SAXX,SXLC73-IMG-M,688296419470,6672452,Dark Ink Mesa Geo,male,Medium,New,https://www.moosejaw.com/product/saxx-men-s-quest-quick-dry-mesh-long-sleeve-crew_10533982,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.F022E2F3228056AC.6672452
9880,185857.156052.20C5.A112C0066EF0194B.4417911,Cobra Ltd X Max Driver in Blue | Right,,"html-body [data-pb-style=UMRGVXX]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}Thanks to years of advancements in materials, weight placement, aerodynamics and artificial intelligence, the new Cobra LTDx MAX Driver enters a new realm of speed and forgiveness. As a matter of fact, the LTDx MAX is Cobra's first driver to achieve zero CGna and over 5000 MOI, a true triumph in engineering. As was previously mentioned, Cobra utilized artificial intelligence when designing the LTDx. Specifically, AI played an integral role in crafting the driver's face. Known as H.O.T. Face Technology, the design consists of 15 HOT zones with strategic thicknesses to increase smash factor and ball speed across a much wider area of the face. The result is the hottest, most forgiving driver face in Cobra's history. Stability is an equally important component in terms of a driver's performance. In the golf industry, stability is measured using MOI, which refers the club head's tendency to rotate around the ball at impact. As MOI increases, the driver's face is more likely to stay pointed towards the target, even on mishits. In order to pull off the lofty 5000 plus MOI rating, Cobra's R & D team developed a multi-material chassis comprised of a lightweight carbon crown, lightweight sole plates, and a reinforced Titanium Speed Frame. The LTDx MAX is the most forgiving model in the LTDx family, and is highlighted by added heel weighting that provides a draw bias to help eliminate the dreaded slice. Stock shafts include Project X's mid-launching, low-spinning HZRDUS RDX Blue, Project X's mid-launching, mid-spinning HZRDUS Smoke iM10, and UST's high-launching, high-spinning Helium NanoCore. Cobra LTDx MAX Driver - Red/Gloss Peacoat Features: Oversized 460cc shape, high launch, low-mid spin, extreme forgiveness, draw bias PWR-COR multi-material weighting system consisting of",1046,Sporting Goods > Outdoor Recreation > Golf > Golf Clubs,https://www.carlsgolfland.com/media/catalog/product/c/o/cobra_ltd_x_max_driver_peacoat_hero.jpg,"Sports;Sports/Golf;Sports/Golf/Drivers, Woods & Hybrids;",499,USD,349,349,TRUE,,Cobra,Cobra,4417911,,4417911,Blue,,,New,https://www.carlsgolfland.com/cobra-ltd-x-max-driver-red-gloss-peacoat?product=162201,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.A112C0066EF0194B.4417911
100662,213318.2.AB88E2261667EF7F.D17D23AA7117C8DC.194580558775,PUMA PROADAPT Alphacat Disc Spikeless Golf Shoes 17006190- 7.5 Medium,,"PUMA PROADAPT Alphacat Disc Spikeless Golf ShoesTHE NEW KING OF COMFORT. Pushing the boundaries of performance, style, and comfort, the PROADAPT ALPHACAT combines a new multi-material traction system with premium technologies to give you the Alpha of all spikeless footwear.The multi-material PROADAPT outsole combines high-durometer, abrasion resistant TPU perimeter chassis that provides a stable under foot feel while multiple shapes of lugs provide ridiculous ground gripping traction. While centralized Crystal Rubber engendered in an anatomic shape following your gait for an easy heel-to-toe ride provides grip on any surface protecting you from slipping while on the course, to the club house, and anywhere in between. The upper features a new EXOSHELL material that is engendered to provide light weight structure and a 1 year waterproof warranty. The PROADAPT ALPHACAT DISC will allow you to attack every shot in style... and comfort.DISC Closure SystemADAPT FoamEXO ShellPROADAPT SPIKELESS OUTSOLEDISC / EXOSHELL / BOOTIE CONSTRUCTION PROADAPT FOAMPROADAPT MULTI MATERIAL OUTSOLE / CRYSTAL RUBBER / PROADAPT LAST1 Year Waterproof",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9643223_2,Sports;Sports/Golf;Sports/Golf/Golf Clothing;,159.99,USD,119.99,119.99,TRUE,,Puma,Puma,194580558775,194580558775,194580558775,high rise,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760001003676,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.D17D23AA7117C8DC.194580558775
85190,163572.156074.BE8E64811E10C72A.4D06E56177D8C969.7716659,Moosejaw Men's Fearsome Critter SS Tee - Small - Kale,,"The Moosejaw Men's Fearsome Critter Vintage Regs SS Tee is a soft, regular Fitting t-shirt with refined style. The understated fearsome critter logo on the chest is basically a seal of approval that says, ""yes, my hair looks great and I know it.""Features of the Moosejaw Men's Fearsome Critter Vintage Regs SS Tee Regs Fit is your perfect Fitting and comfortable everyday tee Each tee is vintage washed to ensure a buttery soft feel Water based prints Are soft and breathable Tees Are pre-shrunk to keep them Fitting like the day they were bought. You're welcome Proudly built in the USA with imported fabrics or materials. But you can wear it anywhere",5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10468049x1012368_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,28,,14.99,14.99,TRUE,,,Moosejaw,M222-PCE,843714167016,7716659,Kale,male,Small,New,https://www.moosejaw.com/product/moosejaw-men-s-fearsome-critter-ss-tee_10468049,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.4D06E56177D8C969.7716659
78570,163572.156074.BE8E64811E10C72A.532CA8E1B972CEB4.7326485,Carhartt Men's Force Relaxed Fit Midweight SS Pocket T-Shirt - XL Regular - Fire Red,,"The Carhartt Men's Force Relaxed Fit Midweight SS Pocket T-Shirt is a soft tee for long days on the job. Built to sweat in, Force Technology wicks moisture away and dries quickly, so you're always comfortable. The relaxed Fit with raglan sleeves allows for unrestricted movement, whether you're swinging a tool or stretched out for a nap after a hard day. Features of the Carhartt Men's Force Relaxed Fit Midweight Short Sleeve Pocket T-Shirt Built with force Technology to wick sweat and dry fast Fastdry Technology keeps you cool for all day comfort Stain breaker Technology releases stains Flatlock seams for a smooth feel Raglan sleeves increase range of motion for less restriction Ventilated side panels Droptail hem for added coverage Left-chest pocket with pen stall Tagless neck label for a smooth feel UPF 25+ Fabric Details Solids: 65% Cotton, 35% Polyester stretch plaited jersey knit Heather gray: 59% Cotton, 41% Polyester stretch plaited jersey knit Other heathers: 60% Cotton, 40% Polyester stretch plaited jersey knit",5697,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10553579x1011834_zm?$product1000$,Biking;Biking/Bike Clothing;,24.99,,16.99,16.99,TRUE,,,Carhartt,104616-R67,195836252607,7326485,Fire Red,male,XL Regular,New,https://www.moosejaw.com/product/carhartt-men-s-force-relaxed-fit-midweight-ss-pocket-t-shirt_10553579,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.532CA8E1B972CEB4.7326485
73610,163572.156074.BE8E64811E10C72A.5324AF6EA7CE049.7047092,The North Face Men's Never Stop 7.25 Inch Short - Medium - TNF Medium Grey Heather,,"Features of The North Face Men's Never Stop 7.25 Inch Short Standard Fit Elastic waistband with internal drawcord Welt hand pockets Embellishment Technique: no-hand, water-based, screen-printed boxed logo on left hem Fabric Details 250 grams per squAre meter cotton, polyester, and recycled polyester fleece blend",207,Apparel & Accessories > Clothing > Shorts,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10473409x1122008_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,39.95,,27.99,27.99,TRUE,,,The North Face,NF0A4AAG,196010166796,7047092,TNF Medium Grey Heather,male,Medium,New,https://www.moosejaw.com/product/the-north-face-men-s-never-stop-7-25-inch-short_10473409,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.5324AF6EA7CE049.7047092
88835,159802.156099.34B.4134F3545D4BD42C.2074428,Champion Boys' Fleece Jogger,,"The Boys' Champion fleece jogger will quickly become the favorite sweatpants of your little one. Cool. Comfortable. Classic.. .  . . .  Champion screen print.  Elastic waist.  Imported.  Cotton, Polyester.  Machine Washable.",166,Apparel & Accessories,https://res.cloudinary.com/eastern/image/upload/2074428_402_main.jpg,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Sweats & Joggers;,32,,22.98,22.98,TRUE,,Champion,Champion,CHB706,,2074428,,,XL,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.4134F3545D4BD42C.2074428
63741,163572.156074.BE8E64811E10C72A.3755697B06B4A527.6623143,Prana Men's Vaha 10 Inch Short - XL - Gravel,,"The Prana Men's Vaha 10 Inch Short is a pull-on short for total comfort. Doesn't Matter what you have planned this summer, they're ready. Casual enough to sneak a night out at the pub, comfortable enough to hit the yoga studio or Climbing gym. Head out for a hike and circle back for dinner with the family or a bit of hammock or couch lounging. The soft elastic waistband won't rub and an internal drawstring prevents any slipping down the hips. Finished off with two hand pockets and a single back pocket will hold your phone and keys when you're on the move. Features of Prana Men's Vaha 10 Inch Short Cut for a relaxed Fit Natural odour reducing properties Quick drying Fabric Details 53% Hemp, 44% Recycled Polyester, 3% Elastane",207,Apparel & Accessories > Clothing > Shorts,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10531608x1011578_zm?$product1000$,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,68.95,,47.99,47.99,TRUE,,,Prana,1963911-021,889760893073,6623143,Gravel,male,XL,New,https://www.moosejaw.com/product/prana-men-s-vaha-10-inch-short_10531608,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.3755697B06B4A527.6623143
86138,160494.156074.C416615A9542B069.A0827B3A00FFD494.888579430639,"5.11 Tactical Men's Defender-Flex Urban Pant (Ranger Green), Size 30/34",,"The Defender-Flex Urban Pant gives you all of the features that made its predecessors so successful, but with a look that makes it more appropriate for office wear or an enjoyable evening out (jacket, no tie). Flex-Tac stretch twill means you can move in them; the stain- and soil-resistant Teflon™ finish eliminate worries about what you'll get into when you do. The Defender-Flex Urban Pant has five pockets, plus two extra back mag pockets in case you're called upon to do work. The belt loops are reinforced for durability, as are the front hand pockets. (30/34)",204,Apparel & Accessories > Clothing > Pants,https://www.511tactical.com/media/catalog/product/74525/186/74525_186_01.jpg,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Casual Pants;,85,,59.49,59.49,TRUE,,,5.11 Tactical,74525-Ranger Green (186)-30,888579430639,888579430639,Ranger Green,male,30/34,New,https://www.511tactical.com/defender-flex-urban-pant.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160494.156074.C416615A9542B069.A0827B3A00FFD494.888579430639
18991,185820.156074.2CC37263ACDC24EF.F59EFFD2BE8435CB.133821136,"Under Armour Under Armor Men's Twist Fleece Hoodie Gray, 2X-Large - Men's Athletic Fleece at Academy Sports",,"The Under Armor Men's Twist Fleece Hoodie features lightweight fabric and a scuba neck hood. Under Armour Under Armor Men's Twist Fleece Hoodie Gray, 2X-Large - Men's Athletic Fleece at Academy Sports",203,Apparel & Accessories > Clothing > Outerwear,https://academy.scene7.com/is/image/academy/20973955?wid=800&hei=800,Clothing;Clothing/Hoodies & Sweatshirts;,60,,35.99,35.99,TRUE,,,Under Armour,1373354-294,196039138019,133821136,Gray,,,New,https://www.academy.com/p/under-armor-mens-twist-fleece-hoodie?sku=gray-medium-01-xx-large,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.F59EFFD2BE8435CB.133821136
30827,161802.156074.AEDE266FF88FCAD6.A360155E480CAE56.193128282387,Salomon R 20 XC Ski Poles,,R 20 is a lightweight racing performance pole with 20% carbon shaft and a comfortable EVA grip for avid skiers. Grip: EVA R  Strap: Powerstraps 2  Shaft: 20% Carbon 16/9  Basket: Racing M  Tip: Tungsten,,,https://images.the-house.com/salomon-r-20-xc-ski-poles-21-thumb.jpg,Winter Sports;Winter Sports/Skiing;Winter Sports/Skiing/Poles;,90,,67.95,67.95,TRUE,,,Salomon,L41155000,,193128282387,,,,New,https://www.the-house.com/8945sar2021zz-salomon-cross-country-ski-poles,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.A360155E480CAE56.193128282387
50224,163572.156074.BE8E64811E10C72A.FD141CC45205E072.5198492,Marmot Men's Ashbury PreCip Eco Jacket - Large - Fig / Dark Steel,,"The Marmot Men's Ashbury PreCip Eco Jacket is a stylish rain jacket made for life in the city. The recycled nylon face fabric and PFC-free membrane offer environmentally-friendly construction and durable waterproof protection. The adjustable hood and cuffs seal out the storm, and the longer length adds coverage and layers easily over any outFit. Features of the Marmot Men's Ashbury PreCip Eco Jacket Marmot NanoPro Eco waterproof/breathable fabric 100% Seam taped Zippered chest pocket Adjustable closure cuff's Hood draw cord Side entry and drop in hand pockets with snap flap Back bellows at shoulders for ease of movement Fabric Details NanoPro Eco 100% Recycled Nylon ripstop 2.4 oz/yd",3066,Apparel & Accessories > Clothing > Outerwear > Rain Suits,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10413018x1198062_zm?$product1000$,Clothing;Clothing/Jackets & Coats;,165,,98.99,98.99,TRUE,,,Marmot,31650,889169504426,5198492,Fig/Dark Steel,male,Large,New,https://www.moosejaw.com/product/marmot-men-s-ashbury-precip-eco-jacket_10413018,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.FD141CC45205E072.5198492
35623,161802.156074.AEDE266FF88FCAD6.D4D5CE6FAEBF19F3.887445272182,Atomic Hawx Girl 3 Ski Boots,,"The Atomic Hawx GIRL 3 ski boot allows young all-mountain riders to have more fun in any conditions, anywhere on the mountain. The Hawx GIRL 3 steps up to 3-buckle construction to provide supportive and comfortable foot hold. Since little feet grow fast, the HAWX GIRL 3 comes with a Size Adjuster that adds an extra half size – add it in when they’re younger, take it out as they grow. All of the junior models also come with a Progressive Cuff Design: the flex and cuff are perfectly tailored to the skier';s ability and size. The Hawx GIRL 3 provides slightly firmer support and a more energetic flex than the Girl 2 and comes in the next range up of sizes. Junior Performance Shell: Delivers a smooth, proper flex for lighter weight skiers with reinforced areas to provide stability.  Progressive Cuff Design: As junior ski boots progress in size, the level of support and stiffness increases accordingly.  98mm Junior Last: Junior boots use this unique 98mm last taking into consideration that feet are still developing.  Weight (g) / Boot (Size) : 1,130 / 22-22.5  Foot fit: Narrow",,,https://images.the-house.com/atomic-hawx-girl-3-ski-boots-kids-white-berry-23-0-thumb.jpg,Winter Sports;Winter Sports/Skiing;Winter Sports/Skiing/Ski Boots;,160,,129.95,129.95,TRUE,,,Atomic,AE502564023X,,887445272182,White/Berry,,,New,https://www.the-house.com/athg3kw2168zz-atomic-ski-boots,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.D4D5CE6FAEBF19F3.887445272182
78717,163572.156074.BE8E64811E10C72A.AEE2D3CCBBA8DF07.7328454,Carhartt Men's Signature Sleeve Long Sleeve T-Shirt - XL Regular - Arborvitae Heather,,The Carhartt Men's Signature Sleeve Long Sleeve T-Shirt is a long sleeve for fall work days. Durable cotton that holds up for work but is comfortable against the skin. The long sleeve takes the chill off the arms on a breezy morning. Features of the Carhartt Men's Signature Sleeve Long Sleeve T-Shirt Rib-knit crewneck and cuffs Side seamed construction minimizes twisting Carhartt signature logo printed on left sleeve and back Tag less neck label,5683,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing > Kimonos > Casual Kimonos,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10247133x1261985_zm?$product1000$,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,29.99,,21.99,21.99,TRUE,,,Carhartt,K231-L01,195836301084,7328454,Arborvitae Heather,male,XL Regular,New,https://www.moosejaw.com/product/carhartt-men-s-signature-sleeve-long-sleeve-t-shirt_10247133,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.AEE2D3CCBBA8DF07.7328454
88138,159802.156099.34B.A3E5C4A2BFF4868.2023007,Optic Nerve Vodoo Photomatic Matte Black Sunglasses,,"PhotoMatic(TM) lens automatically adjusts to the changing light conditions to darken or lighten depending on the amount of sunlight or UV exposure. Reaction time is 7 to 10 seconds, and the transmission shift is from a Category 1 (85% light transmission) lens, to a Category 3 (22% light transmission) lens. An advanced crystal is embedded in the lens resin that reacts with the intensity of the sun to create the change. The lens material is grade A polycarbonate resin for superior impact resistance with 100% UV protection and Focalpoint(TM) lens technology for class one optical standards. All Photomatic(TM) glasses feature non-slip Tactilite(TM) rubber components & active lens venting.. . This product will be shipped directly from Liberty Mountain and will leave their warehouse in 2-3 business days. Eligible for UPS ground shipping only.  100% UV protection.  Grade A polycarbonate resin for superior impact resistance.  Non-slip Tactilite(TM) rubber components & active lens venting.",166,Apparel & Accessories,https://res.cloudinary.com/eastern/image/upload/2023007_001_main.jpg,Men's Accessories;Men's Accessories/Sunglasses;,89,,61.98,61.98,TRUE,,Optic Nerve,Optic Nerve,14031,,2023007,,,,,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.159802.156099.34B.A3E5C4A2BFF4868.2023007
81619,163572.156074.BE8E64811E10C72A.C49DBC687AFF7C0F.7418717,Smartwool Men's Intraknit Thermal Merino Pattern Base Layer Crew - Medium - Black Mountain,,"Features of the Smartwool Men's Intraknit Thermal Merino Pattern Base Layer Crew Our Slim Fit is intended to follow the contours of the body Featuring Intraknit Technology: Insulation, articulation and ventilation Are seamlessly integrated to amplify movement and comfort during High-intensity activities Merino sport yarn combines the power of merino with the durability and fast dry times of polyester Seamlessly knit mesh ventilation designed to keep you dry and comfortable 3D Mapping provides maximum mobility while ribbed elbows provide added durability Fabric Details 53% Merino wool, 44% Polyester, 3% Elastane",5410,Apparel & Accessories,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10579348x1181610_zm?$product1000$,Winter Sports;Winter Sports/Winter Sports Unders;,124.95,,93.99,93.99,TRUE,,,Smartwool,SW016407K26,196246020923,7418717,Black Mountain,male,Medium,New,https://www.moosejaw.com/product/smartwool-men-s-intraknit-thermal-merino-pattern-base-layer-crew_10579348,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.C49DBC687AFF7C0F.7418717
28117,161802.156074.AEDE266FF88FCAD6.9D3A7DF096D21644.842339175550,Armada Lisbon Insulated Ski Jacket,,"The Lisbon Insulated Jacket gives you ultimate utility in a warm, minimalist package. Constructed from 10K/10K Recycled Nylon Canvas fabric, this jacket is sturdy and functional while exhibiting progressive styling that makes a statement on the hill. The Lisbon Insulated Jacket is ready for anything. Features including Lycra wrist gaiters, a jacket to pant snap interface and a helmet compatible hood help you batten down the hatches when storms let loose and the snow gets deep. Pit vents and a highly breathable membrane keep you from overheating on during big efforts on the boot pack. Fabric: 10K/10K 100% Recycled Nylon Plain Weave  Fabric: PFC-Free DWR (PFOA and PFOS Free)  Fabric: Bluesign® Approved  Taffeta baffled Lining  100% Seam Sealed  YKK® Zippers  Helmet Compatible Hood with Reinforced Brim  External-access Music Pocket with Headphone Port  Large Interior Mesh Pocket  Microfleece Chin Guard  Microfleece hand warmer pockets  Pit Vents  Adjustable Hem  Adjustable Cuffs  Lycra Wrist Gaiters  Adjustable Powder Skirt  Jacket to Pant Snap Interface  Fit: Standard Fit",,,https://images.the-house.com/armada-lisbon-insulated-jacket-wmns-burgundy-fleck-camo-22-thumb.jpg,Winter Sports;Winter Sports/Winter Sports Coats & Jackets;,249.95,,89.55,89.55,TRUE,,,Armada,R00473020,,842339175550,,,,New,https://www.the-house.com/arliwbfclar551zz-armada-ski-jackets,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.9D3A7DF096D21644.842339175550
85774,160494.156074.C416615A9542B069.4583EBC0B4CAEE1E.888579274806,"5.11 Tactical Men's Flex Tac Twill Short Sleeve Shirt (Major Brown), Size XS",,"You want a shirt that stands up to the day in front of you, and even more? You need our Flex-Tac Twill Shirt with Teflon finish. It’s unquestionably durable, but also remarkably comfortable. Our Flex-Tac Twill is an ideal blend of cotton and polyester that feels great to the touch. The perforated side panels are made of 5.11’s signature woven Freedom Flex fabric with wicking technology to keep you cool and dry. The casual look of a regular fit and dual chest patch pockets add to the finish and style of this tactical shirt. (XS)",212,Apparel & Accessories > Clothing > Shirts & Tops,https://www.511tactical.com/media/catalog/product/71390/367/71390_367_01.jpg,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,59.99,,39.49,39.49,TRUE,,,5.11 Tactical,71390-Major Brown (367)-XS,888579274806,888579274806,Major Brown,male,XS,New,https://www.511tactical.com/flex-tac-twill-short-sleeve-shirt.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160494.156074.C416615A9542B069.4583EBC0B4CAEE1E.888579274806
86990,160494.156074.C416615A9542B069.614B9B28FA9A3612.888579472059,"5.11 Tactical Men's Defender-Flex Evolve Short (Dark Wash Indigo), Size 35",,"More than meets the eye, the comfortable Defender-Flex Evolve Shorts are loaded with 7 pockets so you can carry your keys and wallet as well as a mag or two. The 4-way stretch denim fabric with moisture wicking technology keep you cool and comfortable while hiking, working, or practicing at the range. Imported. (35)",207,Apparel & Accessories > Clothing > Shorts,https://www.511tactical.com/media/catalog/product/06292022_Bottoms/73360_649_DEFENDER-FLX_EVOLVE_SHORT_01.jpg,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,70,,49.49,49.49,TRUE,,,5.11 Tactical,73360-Dark Wash Indigo (649)-35,888579472059,888579472059,Dark Wash Indigo,male,35,New,https://www.511tactical.com/defender-flex-evolve-short.html,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.160494.156074.C416615A9542B069.614B9B28FA9A3612.888579472059
34102,161802.156074.AEDE266FF88FCAD6.8F876D0D3721C4F4.054065744638,Hyperlite Distortion Wakeboard Boots,,"The Distortion Boot’s super lightweight 3-Part Construction begins with the insole for comfort and arch support, our midsole for impact protection and resistance and the outsole for traction and durability. Alex requested a mid-level cuff height boot with enough support to feel secure while allowing for an ideal range of motion. Hyperlite’s Internal Ankle Harness eliminates heel lift and you can customize your Distortion Boot with the 3D Heat Moldable Pro Liner. Our Thermo Formed Tongue and PowerPOP EVA Foam Insoles deliver an amazing comfort and impact protection so you can live in your boots while spending your days at the park. 2-Part Theory  3-Part Construction  Range of Motion - Mid  Support Level - Mid  Fully Lasted Fit  Thermo Formed Tongue  3D Heat Moldable Pro Liner  PowerPOP EVA Foam Insoles  EVA Lite+ Outsole  Internal Ankle Harness  Fast Dry Aero-Mesh EVA  Flow Through H2O Drainage  Lace Closure - Single    * Remember each System Boot is designed to work  exclusively  with our System Binding. Both components are needed for use.",,,https://images.the-house.com/hyperlite-distortion-wakeboard-bindings-black-white-22-thumb.jpg,Water Sports;Water Sports/Water Sports Accessories;,380,,135.8,135.8,TRUE,,,Hyperlite,22391205,,54065744638,Black/White,,,New,https://www.the-house.com/hydmb7614zz-hyperlite-wakeboard-bindings,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.8F876D0D3721C4F4.054065744638
39225,161802.156074.AEDE266FF88FCAD6.9B3B77166F5A98EE.710845412301,Truvativ Giga x Pipe Italian Bottom Bracket,,"Threaded bottom brackets for SRAM and Truvativ cranksets. Engineered with the right materials for the application, including sealed cartridge bearings. Drive side bearing ID is 24mm, non-drive side bearing ID is 22mm  Required installation tools: torque wrench, 8mm hex key, and Truvativ GXP bottom bracket tool (TL2342) or equivalent  Spindle Interface Type: SRAM/Truvativ GXP  BB Shell Width (mm): 70  Bottom Bracket Shell I.D.: 36  BB/Frame Interface: Italian  Weight: 106",4590,Sporting Goods > Outdoor Recreation > Cycling > Bicycle Parts > Bicycle Drivetrain Parts > Bicycle Bottom Brackets,https://images.the-house.com/truvativ-giga-x-pipe-italian-bottom-bracket--0-thumb.jpg,Biking;Biking/Bike Accessories;,39.95,,26.95,26.95,TRUE,,,Truvativ,CR2153,,710845412301,,,,New,https://www.the-house.com/qtvgxpizz-truvativ-bike-bottom-brackets,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.9B3B77166F5A98EE.710845412301
57162,163572.156074.BE8E64811E10C72A.1D6AA670A39FB39D.6055571,KEEN Men's Howser II Shoe - 10 - Triple Black,,"The KEEN Men's Howser II Shoe is a slipper for pampering your feet after an adventure well done. Inside a memory foam Footbed cushions every step you take, or even when just standing at the fridge contemplating your next snack move. Equipped with a rubber toe bumper and rubber Outsole, it protects the front and grips Wood floors, linoleum and tile as well as outdoor terrain such as driveways, packed dirt and grass to prevent you from slipping. Easy on, easy off with an elastic Gore panel plus the cozy microfleece lining adds warmth. Exterior fabrics include nylon or felt, depending on which you choose. Pairs well with your Oversized sweatpants either way. You know the ones. Features of the KEEN Men's Howser II Shoe Water-resistant nylon Upper Gore side panels for easy on and off Ultra-soft microfleece lining for comfort Removable KEEN.cush Footbed Non-marking rubber Outsole leaves no trace Cleansport nxt for natural odor control",,,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10383158x1166016_zm?$product1000$,Footwear;Footwear/Other Sport Shoes;,109.95,,76.99,76.99,TRUE,,,KEEN,1023997,191190670156,6055571,Triple Black,male,10,New,https://www.moosejaw.com/product/keen-men-s-howser-ii-shoe_10383158,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.1D6AA670A39FB39D.6055571
